Country,Year,Emissions,GDP_per_capita,Renewable_Share,Energy_per_capita,Population,Emissions_per_GDP,Emissions_per_capita,Global_Temperature
World,1997,34977.180827573,,7.847491,17781.023,5908466556.5,0.49244822911978,5.9192044396781,0.4633
World,1998,35063.25696746,,7.890869,17642.604,5994040063.5,0.48174093547506,5.8562326500928,0.605
World,1999,35288.379018521,,7.8530593,17704.828,6078404337.0,0.46853853681179,5.8180385864385,0.38
World,2000,36175.146339497,,7.8158455,17949.238,6161884825.5,0.45842833238974,5.8884156457861,0.3917
World,2001,36459.505245618,,7.552836,17886.389,6245109995.5,0.4512033423948,5.8599400039078,0.5325
World,2002,36898.841092887,,7.5668545,18029.49,6327526596.0,0.44494953565834,5.856462275773,0.6267
World,2003,38408.489243749,,7.3342075,18425.412,6409664474.0,0.44707277458238,6.0203670668242,0.6167
World,2004,39984.011493845,,7.518,19106.504,6492626975.5,0.44241416862219,6.1897474874498,0.5325
World,2005,41296.884921509,,7.5638204,19498.543,6575644307.5,0.43685193031499,6.314027599123,0.675
World,2006,42471.717655328,,7.705343,19798.291,6659721142.0,0.42701087941298,6.4135262422791,0.6375
World,2007,43748.941012064,,7.7473364,20149.217,6744171461.5,0.41805353859423,6.5250117667261,0.6608
World,2008,44027.325049928,,8.245706,20131.947,6830129091.0,0.40920913896725,6.485858554688,0.5433
World,2009,43604.463517238,,8.564856,19563.13,6916129027.0,0.40829412314519,6.3450667319633,0.655
World,2010,45814.943385457,,8.797048,20249.867,7000671233.0,0.40844561802145,6.5858175911829,0.7233
World,2011,47176.996289592,,8.980997,20458.84,7086201663.5,0.40484425547307,6.6999330228553,0.6058
World,2012,47789.989687533,,9.414955,20490.223,7175816385.0,0.39752252023845,6.7059313113163,0.6433
World,2013,48587.899105875,,9.847355,20591.31,7265314967.0,0.39154137010233,6.7373916584053,0.6733
World,2014,48930.176836513,,10.218171,20560.121,7353910925.5,0.38155160500282,6.7058919824714,0.7458
World,2015,48808.767176475,,10.504495,20471.756,7441471720.5,0.36872366834857,6.6127583782163,0.8975
World,2016,49058.441256192,,10.980251,20444.303,7528523333.5,0.35946198460441,6.5719922186355,1.0133
World,2017,49878.733808628,,11.337292,20691.545,7614113551.5,0.35242915953557,6.6083252442218,0.92
World,2018,51026.627449023,,11.743186,21020.674,7696494847.5,0.34821147579073,6.6874566927326,0.8475
World,2019,51278.347919753,,12.228147,21036.396,7776892015.0,0.34043513580754,6.649376950539,0.9758
World,2020,49327.538885203,,13.404395,20108.234,7856138789.5,0.33748638383442,6.3301379868105,1.0092
World,2021,51568.250032106,,13.469198,20953.705,7921184346.0,0.33167631299944,6.5484881689293,0.8483
World,2022,51968.471600641,,14.119935,21154.355,7989981519.5,0.32357122415802,6.5337700371956,0.8933
World,2023,52962.900858703,,14.562141,21393.71,8061876001.0,0.31972890142866,6.5941334458429,1.1692
